C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_01_241.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_01_241.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_01_241.jpg,0,0,0,8.04E-05
C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_01_386.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_01_386.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_01_386.jpg,0,0,0,7.84E-05
C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_01_481.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_01_481.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_01_481.jpg,0,0,0,7.97E-05
C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_01_581.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_01_581.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_01_581.jpg,0,0,0,7.83E-05
C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_01_683.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_01_683.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_01_683.jpg,0,0,0,7.84E-05
C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_01_784.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_01_784.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_01_784.jpg,0,0,0,7.80E-05
C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_01_885.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_01_885.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_01_885.jpg,0,0,0,7.86E-05
C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_01_987.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_01_987.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_01_987.jpg,0,0,0,7.79E-05
C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_02_087.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_02_087.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_02_087.jpg,0,0,0,7.79E-05
C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_02_189.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_02_189.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_02_189.jpg,0,0,0,7.79E-05
C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_02_292.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_02_292.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_02_292.jpg,0,0,0,7.89E-05
C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_02_395.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_02_395.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_02_395.jpg,0,0,0,7.91E-05
C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_02_496.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_02_496.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_02_496.jpg,0,0,0,7.80E-05
C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_02_596.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_02_596.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_02_596.jpg,0,0,0,7.99E-05
C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_02_699.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_02_699.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_02_699.jpg,0,0,0,7.86E-05
C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_02_801.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_02_801.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_02_801.jpg,0,0,0,7.81E-05
C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_02_904.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_02_904.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_02_904.jpg,0,0,0,7.89E-05
C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_03_004.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_03_004.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_03_004.jpg,0,0,0,7.97E-05
C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_03_107.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_03_107.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_03_107.jpg,0,0,0,7.93E-05
C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_03_210.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_03_210.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_03_210.jpg,0,0,0,7.79E-05
C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_03_310.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_03_310.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_03_310.jpg,0,0,0,7.84E-05
C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_03_413.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_03_413.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_03_413.jpg,0,0,0,7.79E-05
C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_03_513.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_03_513.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_03_513.jpg,0,0,0,8.03E-05
C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_03_613.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_03_613.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_03_613.jpg,0,0,0,7.81E-05
C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_03_714.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_03_714.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_03_714.jpg,0,0.1357545,0,0.04087185
C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_03_815.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_03_815.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_03_815.jpg,0,0.437946,0,0.4163319
C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_03_917.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_03_917.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_03_917.jpg,0,0.7385574,0,1.17309
C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_04_017.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_04_017.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_04_017.jpg,0,1,0,2.25055
C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_04_118.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_04_118.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_04_118.jpg,0,1,0,3.660362
C:\Users\KARANDEEP\Desktop\Data\IMG\center_2021_03_18_18_53_04_221.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\left_2021_03_18_18_53_04_221.jpg, C:\Users\KARANDEEP\Desktop\Data\IMG\right_2021_03_18_18_53_04_221.jpg,0,1,0,4.831239
